hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0333,Lakeside Homestay,Dadeldhura,7,Near Raula kedar,27.683328,85.257754,Luxury Hotel,3500-10200 NPR,3.5,582,Pet Friendly; Mountain View; Hiking Tours; Conference Hall,Raula kedar,near-temple; religious shrine; hindu; temple,"Lakeside Homestay is a luxury hotel situated in Near Raula kedar, Dadeldhura. Guests enjoy Pet Friendly, Mountain View, Hiking Tours, Conference Hall. Nearby: Raula kedar. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Pet Friendly"", ""Mountain View"", ""Hiking Tours"", ""Conference Hall""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0334,Meadow Cottage,Mugu,6,Near Tihar Gumba,27.756443,85.29086,Luxury Hotel,1600-3400 NPR,3.1,621,Bike Rental; Lake View; Airport Shuttle; Family Rooms; Room Service,Tihar Gumba,buddhist; gumba; monastery; eco-friendly,"Meadow Cottage is a luxury hotel situated in Near Tihar Gumba, Mugu. Guests enjoy Bike Rental, Lake View, Airport Shuttle, Family Rooms. Nearby: Tihar Gumba. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bike Rental"", ""Lake View"", ""Airport Shuttle"", ""Family Rooms"", ""Room Service""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0335,Riverbend Resort,Pokhara,4,Near Shree Bindhyabasini Temple,28.166031,83.947921,Luxury Hotel,2900-11200 NPR,2.9,618,Mountain View; Bonfire; Conference Hall; Hiking Tours; Free Parking; Free WiFi,Shree Bindhyabasini Temple,hindu; temple; adventure,"Riverbend Resort is a luxury hotel situated in Near Shree Bindhyabasini Temple, Pokhara. Guests enjoy Mountain View, Bonfire, Conference Hall, Hiking Tours. Nearby: Shree Bindhyabasini Temple. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Mountain View"", ""Bonfire"", ""Conference Hall"", ""Hiking Tours"", ""Free Parking""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0336,Sunrise Villa Gorkha,Gorkha,4,Singa Tatopani Kunda,27.965625,84.679815,Guesthouse,700-3000 NPR,4.3,1009,Tour Desk; Pet Friendly,Singa Tatopani Kunda,culture; mountain-view; eco-friendly; landmarks; pond; spiritual,"Sunrise Villa Gorkha is a guesthouse situated in Singa Tatopani Kunda, Gorkha. Guests enjoy Tour Desk, Pet Friendly. Nearby: Singa Tatopani Kunda. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Pet Friendly""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0337,Lakeside Stay - 337,Kathmandu,3,Hanumandhoka palace,27.726999,85.281536,Eco-Lodge,6200-8700 NPR,3.5,108,Pet Friendly; Guide Services; Wake-up Service; Breakfast Included,Hanumandhoka palace,historical; budget; hiking; sightseeing; wildlife; Temple,"Lakeside Stay - 337 is a eco-lodge situated in Hanumandhoka palace, Kathmandu. Guests enjoy Pet Friendly, Guide Services, Wake-up Service, Breakfast Included. Nearby: Hanumandhoka palace. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Pet Friendly"", ""Guide Services"", ""Wake-up Service"", ""Breakfast Included""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0338,Tranquil Resort,Chitwan,3,Cycling Safari,27.512713,84.332945,Homestay,2700-9000 NPR,3.0,1187,Spa; Free WiFi; Wake-up Service; Bike Rental,Cycling Safari,peaceful; Cycling through buffer zone and Tharu villages; spiritual; eco-friendly,"Tranquil Resort is a homestay situated in Cycling Safari, Chitwan. Guests enjoy Spa, Free WiFi, Wake-up Service, Bike Rental. Nearby: Cycling Safari. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Spa"", ""Free WiFi"", ""Wake-up Service"", ""Bike Rental""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0339,Serene Lodge Parbat,Parbat,4,Near Dahare Neelkanth Mountain,27.735413,85.307039,Hostel,4900-7000 NPR,3.6,156,Spa; Free WiFi,Dahare Neelkanth Mountain,pilgrimage; peaceful; hills; history; local-experience; hindu; adventure; hiking; wildlife,"Serene Lodge Parbat is a hostel situated in Near Dahare Neelkanth Mountain, Parbat. Guests enjoy Spa, Free WiFi. Nearby: Dahare Neelkanth Mountain. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Spa"", ""Free WiFi""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0340,Everest Stay,Mugu,6,Near Dofya Mahadev,27.643451,85.337749,Guesthouse,1600-4200 NPR,4.2,629,Bar; Spa; Airport Shuttle,Dofya Mahadev,temple; budget; romantic; hindu; spiritual; luxury,"Everest Stay is a guesthouse situated in Near Dofya Mahadev, Mugu. Guests enjoy Bar, Spa, Airport Shuttle. Nearby: Dofya Mahadev. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Spa"", ""Airport Shuttle""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0341,Himalayan Retreat Dolpa,Dolpa,6,Near Shey Phoksundo National Park,27.647112,85.254271,Homestay,900-2200 NPR,3.4,21,Swimming Pool; Tour Desk,Shey Phoksundo National Park,culture; near-temple; national park; scenery; forest; monastery; natural beauty; wildlife,"Himalayan Retreat Dolpa is a homestay situated in Near Shey Phoksundo National Park, Dolpa. Guests enjoy Swimming Pool, Tour Desk. Nearby: Shey Phoksundo National Park. Best time to visit: May-Oct.","{""best_time"": ""May-Oct"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Tour Desk""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0342,Vista Haven Bhaktapur,Bhaktapur,3,Near Latarambeshwor,27.644785,85.43937,Lodge,1800-10300 NPR,4.4,495,Room Service; Airport Shuttle; Swimming Pool; Free WiFi; Bike Rental; Bar,Latarambeshwor,wildlife; offbeat; hill; temple,"Vista Haven Bhaktapur is a lodge situated in Near Latarambeshwor, Bhaktapur. Guests enjoy Room Service, Airport Shuttle, Swimming Pool, Free WiFi. Nearby: Latarambeshwor. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Airport Shuttle"", ""Swimming Pool"", ""Free WiFi"", ""Bike Rental""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0343,Himalayan Lodge,Pokhara,4,Near Australian Base Camp Trek,28.206566,84.009376,Budget Hotel,4100-6200 NPR,3.2,726,Guide Services; Bar; Bike Rental; Free Parking; Wake-up Service,Australian Base Camp Trek,Sunrise view; Multi-day trekking; trekking-base,"Himalayan Lodge is a budget hotel situated in Near Australian Base Camp Trek, Pokhara. Guests enjoy Guide Services, Bar, Bike Rental, Free Parking. Nearby: Australian Base Camp Trek. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Guide Services"", ""Bar"", ""Bike Rental"", ""Free Parking"", ""Wake-up Service""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0344,Pine Lodge,Rasuwa,3,Gosaikunda lake,27.674593,85.326656,Boutique Hotel,3200-11600 NPR,3.0,580,Tour Desk; Mountain View; Hiking Tours; Free Parking; Guide Services,Gosaikunda lake,trekking; mountain; near-temple; budget; eco-friendly; lake,"Pine Lodge is a boutique hotel situated in Gosaikunda lake, Rasuwa. Guests enjoy Tour Desk, Mountain View, Hiking Tours, Free Parking. Nearby: Gosaikunda lake. Best time to visit: Aug (Janai Purnima), Mar–May, Sep–Nov.","{""best_time"": ""Aug (Janai Purnima), Mar–May, Sep–Nov"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Mountain View"", ""Hiking Tours"", ""Free Parking"", ""Guide Services""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0345,Vista Haven Bajhang,Bajhang,7,Near Budinanda region,27.652621,85.292567,Boutique Hotel,1500-4100 NPR,3.6,208,Restaurant; Airport Shuttle; Pet Friendly; Bar; Lake View; Conference Hall; Mountain View,Budinanda region,pilgrimage; trekking; eco-friendly; hindu; lakeside; spiritual; lake; luxury,"Vista Haven Bajhang is a boutique hotel situated in Near Budinanda region, Bajhang. Guests enjoy Restaurant, Airport Shuttle, Pet Friendly, Bar. Nearby: Budinanda region. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Restaurant"", ""Airport Shuttle"", ""Pet Friendly"", ""Bar"", ""Lake View""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0346,Meadow Homestay,Gorkha,4,Near Chamere Gufa,28.057287,84.613732,Cottage,3800-12100 NPR,3.8,301,Swimming Pool; Wake-up Service; Laundry; Bonfire; Conference Hall,Chamere Gufa,romantic; adventure; cave,"Meadow Homestay is a cottage situated in Near Chamere Gufa, Gorkha. Guests enjoy Swimming Pool, Wake-up Service, Laundry, Bonfire. Nearby: Chamere Gufa. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Wake-up Service"", ""Laundry"", ""Bonfire"", ""Conference Hall""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0347,Meadow Inn,Siraha,2,Kamal Dah,27.661491,85.31255,Lodge,1800-7000 NPR,4.0,197,Bike Rental; Bonfire,Kamal Dah,near-temple; birdwatching; wildlife; spiritual; lake,"Meadow Inn is a lodge situated in Kamal Dah, Siraha. Guests enjoy Bike Rental, Bonfire. Nearby: Kamal Dah. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bike Rental"", ""Bonfire""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0348,Sunrise Stay Chitwan,Chitwan,3,Near Narayani River Canoeing,27.58831,84.298792,Luxury Hotel,1500-8100 NPR,3.7,770,Hiking Tours; Breakfast Included; Tour Desk; Restaurant; Mountain View,Narayani River Canoeing,spiritual; Photography; Canoeing; eco-friendly,"Sunrise Stay Chitwan is a luxury hotel situated in Near Narayani River Canoeing, Chitwan. Guests enjoy Hiking Tours, Breakfast Included, Tour Desk, Restaurant. Nearby: Narayani River Canoeing. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Breakfast Included"", ""Tour Desk"", ""Restaurant"", ""Mountain View""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0349,Sunrise Cottage,Dolakha,3,Near Jiri,27.719209,85.322245,Cottage,4300-12400 NPR,3.9,320,Breakfast Included; Family Rooms; Laundry; Bonfire; Tour Desk; Pet Friendly,Jiri,trekking; family-friendly; romantic; trekking-base; hill,"Sunrise Cottage is a cottage situated in Near Jiri, Dolakha. Guests enjoy Breakfast Included, Family Rooms, Laundry, Bonfire. Nearby: Jiri. Best time to visit: Sep-Nov, Mar-May.","{""best_time"": ""Sep-Nov, Mar-May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Family Rooms"", ""Laundry"", ""Bonfire"", ""Tour Desk""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0350,Himalayan Resort,Palpa-Rupandehi border,5,Near Siddhababa Waterfall,27.643228,85.346961,Lodge,3600-5500 NPR,3.7,731,Pet Friendly; Breakfast Included; Free Parking; Room Service; Conference Hall,Siddhababa Waterfall,Photography; culture; budget; local-experience; meditation,"Himalayan Resort is a lodge situated in Near Siddhababa Waterfall, Palpa-Rupandehi border. Guests enjoy Pet Friendly, Breakfast Included, Free Parking, Room Service. Nearby: Siddhababa Waterfall. Best time to visit: Monsoon – Winter.","{""best_time"": ""Monsoon – Winter"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Pet Friendly"", ""Breakfast Included"", ""Free Parking"", ""Room Service"", ""Conference Hall""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0351,Golden Haven Kaski,Kaski,4,Boudha Mountain,27.718932,85.290697,Hostel,4000-8600 NPR,2.8,961,Free WiFi; Lake View; Family Rooms; Room Service; Tour Desk; Swimming Pool,Boudha Mountain,spiritual; trekking; mountain; near-temple; trekking-base; climbing; luxury,"Golden Haven Kaski is a hostel situated in Boudha Mountain, Kaski. Guests enjoy Free WiFi, Lake View, Family Rooms, Room Service. Nearby: Boudha Mountain. Best time to visit: Sep-Nov,Mar-May.","{""best_time"": ""Sep-Nov,Mar-May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free WiFi"", ""Lake View"", ""Family Rooms"", ""Room Service"", ""Tour Desk""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0352,Vista Haven Chitwan,Chitwan,3,Near Sauraha,27.498211,84.371253,Boutique Hotel,4900-8700 NPR,3.4,97,Room Service; Family Rooms; Free Parking; Airport Shuttle,Sauraha,Photography; Elephant Bathing; Local Markets; culture,"Vista Haven Chitwan is a boutique hotel situated in Near Sauraha, Chitwan. Guests enjoy Room Service, Family Rooms, Free Parking, Airport Shuttle. Nearby: Sauraha. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Family Rooms"", ""Free Parking"", ""Airport Shuttle""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0353,Sunrise Lodge,Parbat,4,Near Kushma Modibeni Area,27.681678,85.249199,Homestay,4600-9800 NPR,3.7,1105,Bar; Guide Services; Family Rooms; Laundry,Kushma Modibeni Area,pilgrimage; hills; cave; river; birdwatching; temple; romantic; hindu; offbeat; hiking,"Sunrise Lodge is a homestay situated in Near Kushma Modibeni Area, Parbat. Guests enjoy Bar, Guide Services, Family Rooms, Laundry. Nearby: Kushma Modibeni Area. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Guide Services"", ""Family Rooms"", ""Laundry""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
